Geneid	RB_0d-1	RB_0d-2	RB_0d-3	SB_0d-1	SB_0d-2	SB_0d-3	RB_28d-1	RB_28d-2	RB_28d-3	SB_28d-1	SB_28d-2	SB_28d-3	RB_7d-1	RB_7d-2	RB_7d-3	SB_7d-1	SB_7d-2	SB_7d-3
PLBR_LOCUS294	0.000	0.000	0.000	0.000	0.000	0.000	0.417	0.743	0.438	72.438	85.972	56.279	0.000	0.000	0.000	0.348	1.476	0.000
PLBR_LOCUS295	0.000	0.000	0.000	0.000	0.000	0.000	2.257	6.036	0.749	97.889	122.195	90.761	0.112	0.116	0.000	0.894	7.578	0.000
PLBR_LOCUS296	0.000	0.000	0.000	0.000	0.000	0.000	1.248	2.893	0.787	97.113	122.166	102.718	0.000	0.000	0.000	0.209	3.317	0.000
PLBR_LOCUS297	0.000	0.000	0.000	0.000	0.000	0.000	0.727	0.072	0.000	7.983	9.585	6.225	0.382	0.158	0.596	0.000	0.000	0.000
PLBR_LOCUS298	0.000	0.349	0.000	0.000	0.000	0.093	1.731	3.362	0.974	78.203	84.653	87.553	0.000	0.302	0.114	0.310	5.696	0.000
PLBR_LOCUS299	0.000	0.063	0.061	0.120	0.000	0.050	3.543	7.687	1.264	205.852	200.627	159.432	0.000	0.131	0.000	0.839	14.155	0.316
PLBR_LOCUS300	0.047	0.217	0.000	0.000	0.000	0.043	1.845	1.645	0.303	85.384	119.990	43.413	0.000	0.056	0.053	0.096	2.350	0.054
PLBR_LOCUS301	0.000	0.000	0.000	0.000	0.000	0.000	1.345	0.114	0.000	10.041	7.239	4.798	0.060	0.063	0.591	0.054	0.454	0.000
PLBR_LOCUS302	0.000	0.043	0.041	0.041	0.040	0.000	2.693	4.720	0.575	99.910	100.334	89.866	0.000	0.134	0.000	0.115	3.235	0.086
PLBR_LOCUS303	0.000	0.000	0.000	0.000	0.010	0.000	0.231	0.237	0.024	5.326	7.028	4.016	0.098	0.011	0.214	0.126	0.113	0.000
PLBR_LOCUS304	0.000	0.088	0.000	0.000	0.000	0.071	1.221	2.763	1.085	80.308	99.414	65.489	0.000	0.276	0.173	0.000	3.577	0.266
PLBR_LOCUS305	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.566	4.129	2.218	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS306	0.083	0.048	0.047	0.138	0.090	0.077	10.812	20.104	2.488	235.244	224.915	278.793	0.097	0.353	0.142	5.856	16.513	0.341
PLBR_LOCUS307	0.023	0.000	0.026	0.000	0.075	0.022	2.799	5.197	0.819	59.712	53.733	61.298	0.027	0.028	0.053	1.400	3.707	0.109
PLBR_LOCUS308	0.000	0.000	0.025	0.000	0.000	0.021	0.728	1.099	0.500	21.286	11.849	16.211	0.026	0.027	0.000	0.141	0.745	0.000
PLBR_LOCUS309	0.000	0.000	0.000	0.000	0.000	0.000	0.103	0.055	0.022	5.987	7.332	5.993	0.039	0.000	0.076	0.000	0.000	0.000
PLBR_LOCUS310	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.106	26.851	44.388	5.376	0.570	0.098	0.000	0.000	0.000	0.000
PLBR_LOCUS311	0.000	0.000	0.000	0.000	0.000	0.000	0.708	1.368	0.372	17.598	15.031	7.580	0.000	0.000	0.000	0.198	1.098	0.000
PLBR_LOCUS312	0.073	0.021	0.041	0.101	0.000	0.051	12.951	22.749	2.465	127.662	129.120	165.901	0.043	0.199	0.167	3.264	8.276	0.362
PLBR_LOCUS313	0.000	0.000	0.000	0.000	0.000	0.045	1.497	3.523	0.755	59.769	39.294	60.997	0.057	0.117	0.000	0.100	4.138	0.000
PLBR_LOCUS314	0.038	0.000	0.000	0.085	0.000	0.036	28.157	54.725	7.769	97.838	53.333	93.158	0.045	0.139	0.087	15.937	33.304	1.299
PLBR_LOCUS315	0.000	0.000	0.000	0.126	0.031	0.000	0.387	0.126	0.148	17.453	48.862	10.214	0.133	0.000	0.227	0.088	0.125	0.067
PLBR_LOCUS316	0.173	0.000	0.000	0.064	0.000	0.000	7.912	14.869	1.722	227.830	233.928	183.252	0.000	0.279	0.263	3.398	14.777	0.741
PLBR_LOCUS317	0.000	0.000	0.000	0.000	0.000	0.000	0.238	0.071	0.000	14.342	14.715	9.727	0.224	0.077	0.438	0.265	0.000	0.000
PLBR_LOCUS318	0.058	0.045	0.065	0.064	0.042	0.054	10.865	19.414	4.199	220.552	203.786	247.311	0.136	0.468	0.110	2.802	15.987	0.384
PLBR_LOCUS319	0.000	0.000	0.000	0.000	0.000	0.029	1.098	1.608	0.371	49.086	42.280	54.029	0.074	0.153	0.000	0.230	1.632	0.074
PLBR_LOCUS320	0.000	0.000	0.000	0.000	0.000	0.000	0.156	0.069	0.000	0.607	0.738	0.999	0.000	0.000	0.036	0.000	0.000	0.000
PLBR_LOCUS321	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.796	0.615	0.834	0.067	0.000	0.196	0.000	0.000	0.000
PLBR_LOCUS322	0.000	0.153	0.000	0.000	0.036	0.000	0.733	1.017	0.086	21.500	24.579	41.194	0.038	0.000	0.038	0.307	0.722	0.000
PLBR_LOCUS323	0.000	0.222	0.000	0.000	0.051	0.000	0.768	1.684	0.248	20.617	16.152	56.990	0.056	0.000	0.109	0.296	1.098	0.000
PLBR_LOCUS324	0.000	0.000	0.000	0.000	0.000	0.000	0.059	0.000	0.000	0.051	0.657	3.627	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS325	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.313	0.665	0.960	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS326	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.271	2.805	14.028	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS327	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.558	3.027	3.260	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS328	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.000	0.028	1.209	2.333	0.465	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS329	0.019	0.000	0.000	0.000	0.000	0.000	0.096	0.150	0.000	2.548	1.773	3.680	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS330	0.019	0.000	0.000	0.000	0.000	0.018	0.723	2.278	0.279	17.881	37.397	42.408	0.068	0.118	0.022	0.161	4.400	0.000
PLBR_LOCUS331	0.000	0.000	0.000	0.000	0.000	0.000	0.070	0.000	0.000	0.502	1.612	3.280	0.000	0.023	0.043	0.000	0.000	0.000
PLBR_LOCUS332	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.202	0.937	0.998	0.000	0.000	0.000	0.000	0.037	0.000
PLBR_LOCUS333	0.000	0.000	0.000	0.000	0.000	0.000	0.303	0.284	0.000	4.627	8.251	2.895	0.000	0.059	0.070	0.025	0.215	0.000
PLBR_LOCUS334	0.082	0.000	0.000	0.000	0.088	0.000	4.348	5.950	1.700	262.698	311.029	214.245	0.000	0.099	0.093	1.353	15.948	0.669
PLBR_LOCUS335	0.025	0.000	0.009	0.000	0.018	0.000	0.550	0.556	0.142	22.345	25.785	17.910	0.010	0.051	0.067	0.191	1.316	0.069
PLBR_LOCUS336	0.091	0.000	0.051	0.025	0.073	0.000	4.095	6.677	1.120	100.430	88.581	80.256	0.053	0.165	0.052	1.150	6.636	0.186
PLBR_LOCUS337	0.000	0.074	0.000	0.000	0.000	0.059	4.259	3.446	1.326	132.320	135.396	108.762	0.000	0.386	0.146	0.396	9.295	0.000
PLBR_LOCUS338	0.000	0.000	0.000	0.000	0.000	0.000	0.355	0.000	0.000	1.308	2.107	1.294	0.336	0.000	0.328	0.000	0.000	0.000
PLBR_LOCUS339	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS340	0.000	0.000	0.000	0.000	0.035	0.000	0.280	0.143	0.000	1.490	3.036	3.719	0.000	0.000	0.111	0.100	0.071	0.000
PLBR_LOCUS341	0.000	0.000	0.022	0.044	0.000	0.018	1.786	3.752	0.514	44.540	37.566	44.109	0.046	0.048	0.045	0.471	2.536	0.023
PLBR_LOCUS342	0.149	0.174	0.420	0.166	0.161	0.209	67.676	122.233	23.246	2011.986	2029.665	1588.392	0.437	2.265	0.342	26.945	161.013	2.274
PLBR_LOCUS343	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.055	0.000	0.133	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS344	0.000	0.000	0.000	0.000	0.000	0.000	1.484	1.928	0.635	31.013	28.995	30.370	0.000	0.000	0.000	0.199	1.835	0.069
PLBR_LOCUS345	0.000	0.034	0.000	0.033	0.032	0.000	2.469	4.079	0.763	70.078	71.123	73.663	0.069	0.036	0.000	0.638	2.831	0.103
PLBR_LOCUS346	0.000	0.000	0.000	0.000	0.000	0.000	0.198	0.353	0.000	8.193	15.304	10.718	0.000	0.000	0.046	0.000	0.263	0.000
PLBR_LOCUS347	0.028	0.000	0.000	0.000	0.030	0.000	1.372	2.538	0.576	40.354	43.900	39.815	0.032	0.067	0.032	0.229	1.823	0.032
PLBR_LOCUS348	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.091	0.167	0.146	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS349	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS350	0.000	0.032	0.000	0.000	0.000	0.000	0.757	0.307	0.072	4.294	2.667	3.200	0.553	0.101	0.825	0.288	0.732	0.000
PLBR_LOCUS351	0.000	0.000	0.000	0.000	0.000	0.016	2.320	0.137	0.023	0.341	0.156	0.091	1.944	0.086	1.878	0.549	0.078	0.021
PLBR_LOCUS352	0.000	0.000	0.065	0.000	0.125	0.054	3.882	6.216	1.888	200.370	231.655	168.699	0.068	0.141	0.000	1.022	10.126	0.204
PLBR_LOCUS353	0.000	0.000	0.000	0.000	0.053	0.000	2.662	6.902	1.207	82.027	93.405	82.651	0.057	0.000	0.000	1.872	5.038	0.114
PLBR_LOCUS354	0.064	0.075	0.072	0.000	0.000	0.000	4.771	10.704	2.172	181.340	183.639	163.713	0.150	0.000	0.000	0.931	11.906	0.376
PLBR_LOCUS355	0.021	0.075	0.000	0.118	0.023	0.020	0.952	1.226	0.111	75.515	90.452	84.877	0.050	0.181	0.024	0.177	1.289	0.050
PLBR_LOCUS356	0.080	0.000	0.089	0.000	0.000	0.000	2.761	3.428	1.657	121.999	157.395	125.279	0.186	0.193	0.091	0.495	7.775	0.466
PLBR_LOCUS357	0.033	0.038	0.000	0.000	0.035	0.091	6.074	10.035	2.212	153.184	204.961	212.062	0.077	0.277	0.299	1.355	9.902	0.230
PLBR_LOCUS358	0.000	0.000	0.000	0.000	0.000	0.000	4.041	2.738	0.000	37.955	46.135	41.277	1.374	0.316	2.087	0.946	4.439	0.153
PLBR_LOCUS359	0.165	0.192	0.000	0.091	0.000	0.000	2.657	5.192	0.966	114.827	217.795	260.283	0.097	0.300	0.189	0.513	12.492	0.000
PLBR_LOCUS360	0.000	0.033	0.000	0.000	0.000	0.078	2.052	4.248	0.694	50.175	81.669	81.164	0.197	0.068	0.032	0.465	2.835	0.197
PLBR_LOCUS361	0.000	0.000	0.000	0.000	0.000	0.000	0.491	0.350	0.103	5.526	18.229	6.195	0.278	0.000	0.453	0.082	0.000	0.000
PLBR_LOCUS362	0.054	0.000	0.000	0.000	0.058	0.000	3.138	4.345	1.684	74.923	100.253	69.641	0.000	0.065	0.062	1.117	4.496	0.000
PLBR_LOCUS363	0.078	0.091	0.088	0.000	0.000	0.000	6.120	8.747	1.633	173.140	173.042	142.234	0.551	0.190	0.269	0.650	11.274	0.184
PLBR_LOCUS364	0.028	0.000	0.000	0.000	0.000	0.000	0.348	0.373	0.293	30.340	38.235	10.759	0.000	0.000	0.129	0.233	0.525	0.033
PLBR_LOCUS365	0.021	0.000	0.024	0.000	0.000	0.000	1.769	2.659	0.333	39.412	42.433	30.153	0.000	0.000	0.024	0.397	2.713	0.050
PLBR_LOCUS366	0.000	0.000	0.000	0.000	0.000	0.000	0.429	1.147	0.000	4.953	29.827	9.024	0.000	0.000	0.000	0.359	0.127	0.000
PLBR_LOCUS367	0.000	0.000	0.000	0.000	0.000	0.000	0.288	0.513	0.000	15.091	42.791	19.777	0.000	0.141	0.000	0.120	1.020	0.000
PLBR_LOCUS368	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.103	0.000	5.428	5.961	7.647	0.000	0.000	0.000	0.000	0.617	0.000
PLBR_LOCUS369	0.000	0.000	0.000	0.000	0.000	0.055	0.000	0.065	0.000	6.670	8.984	2.442	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS370	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.654	0.048	6.795	3.517	6.651	0.000	0.045	0.000	0.038	0.609	0.043
PLBR_LOCUS371	0.000	0.000	0.107	0.000	0.000	0.000	0.827	1.684	0.248	55.251	60.685	36.628	0.223	0.231	0.327	0.593	1.778	0.000
PLBR_LOCUS372	0.045	0.000	0.000	0.000	0.000	0.000	2.055	2.674	1.109	111.040	105.011	74.319	0.000	0.163	0.000	0.279	6.299	0.262
PLBR_LOCUS373	0.034	0.000	0.000	0.000	0.000	0.000	0.170	0.455	0.000	4.898	5.712	3.775	0.040	0.000	0.157	0.071	0.075	0.000
PLBR_LOCUS374	0.000	0.000	0.000	0.000	0.000	0.000	0.633	1.504	0.166	23.894	26.972	33.186	0.000	0.052	0.049	0.353	1.168	0.000
PLBR_LOCUS375	0.066	0.000	0.000	0.037	0.000	0.000	1.062	3.421	0.043	38.030	36.477	34.111	0.077	0.120	0.113	0.239	1.194	0.000
PLBR_LOCUS376	0.000	0.000	0.036	0.000	0.000	0.000	0.830	0.493	0.042	2.465	6.280	39.270	0.336	0.116	0.620	0.198	0.315	0.000
PLBR_LOCUS377	0.000	0.000	0.000	0.000	0.041	0.000	1.355	0.500	0.000	7.896	8.387	16.440	0.132	0.137	0.216	0.274	0.497	0.044
PLBR_LOCUS378	0.000	0.000	0.000	0.000	0.000	0.038	1.890	3.416	0.644	58.077	62.406	50.731	0.000	0.150	0.000	0.855	3.757	0.097
PLBR_LOCUS379	0.109	0.000	0.184	0.364	0.059	0.000	11.046	21.567	3.631	299.459	445.239	314.642	0.256	0.464	0.313	3.514	21.674	0.512
PLBR_LOCUS380	0.000	0.000	0.000	0.133	0.000	0.000	1.042	1.459	0.391	71.764	90.489	50.761	0.070	0.073	0.000	0.311	2.044	0.000
PLBR_LOCUS381	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.439	0.267	0.381	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS382	0.000	0.037	0.000	0.000	0.034	0.000	1.754	2.640	0.532	43.021	47.976	49.328	0.037	0.000	0.036	0.424	2.762	0.110
PLBR_LOCUS383	0.000	0.000	0.000	0.000	0.000	0.000	0.695	0.278	0.076	7.848	22.468	16.095	0.023	0.047	0.354	0.080	0.425	0.000
PLBR_LOCUS384	0.000	0.000	0.000	0.000	0.000	0.014	3.051	0.170	0.080	1.256	2.398	2.925	0.252	0.131	0.792	0.478	0.068	0.036
PLBR_LOCUS385	0.000	0.000	0.000	0.000	0.000	0.000	0.093	0.017	0.000	0.404	0.251	0.298	0.018	0.000	0.034	0.000	0.000	0.000
PLBR_LOCUS386	0.000	0.000	0.000	0.000	0.000	0.000	1.002	0.589	0.090	6.447	6.641	6.938	0.222	0.125	0.334	0.232	0.548	0.040
PLBR_LOCUS387	0.000	0.024	0.000	0.046	0.022	0.000	4.211	7.783	1.295	80.584	81.652	82.176	0.024	0.100	0.095	1.203	5.073	0.267
PLBR_LOCUS388	0.186	0.109	0.070	0.000	0.134	0.116	16.529	23.234	4.281	690.865	591.592	566.813	0.182	0.827	0.142	3.440	25.985	0.254
PLBR_LOCUS389	0.030	0.000	0.033	0.033	0.000	0.000	1.957	3.095	0.233	72.667	119.009	52.072	0.035	0.000	0.034	0.340	2.290	0.140
PLBR_LOCUS390	0.000	0.000	0.000	0.000	0.000	0.000	0.366	1.850	0.449	46.605	45.857	42.112	0.058	0.000	0.056	0.664	2.650	0.000
PLBR_LOCUS391	0.000	0.000	0.000	0.050	0.000	0.000	1.933	3.671	0.500	24.368	25.845	29.623	0.079	0.000	0.026	0.492	2.159	0.053
PLBR_LOCUS392	0.049	0.000	0.000	0.000	0.053	0.000	3.569	6.255	1.017	104.250	116.601	134.239	0.114	0.059	0.223	0.506	5.520	0.057
PLBR_LOCUS393	0.000	0.000	0.000	0.067	0.000	0.000	0.825	1.337	0.236	24.363	21.045	22.477	0.000	0.000	0.000	0.188	0.930	0.213
PLBR_LOCUS394	0.000	0.000	0.000	0.000	0.000	0.000	0.211	0.063	0.000	0.427	0.557	0.391	0.067	0.000	0.065	0.059	0.062	0.000
PLBR_LOCUS395	0.034	0.039	0.000	0.000	0.000	0.000	5.658	9.198	1.705	114.669	115.028	106.413	0.039	0.163	0.000	1.948	7.482	0.157
PLBR_LOCUS396	0.000	0.000	0.000	0.000	0.000	0.000	0.137	0.448	0.048	1.701	5.414	4.973	0.043	0.000	0.000	0.000	0.040	0.000
PLBR_LOCUS397	0.080	0.327	0.000	0.000	0.000	0.000	4.558	6.537	1.249	111.622	135.504	113.806	0.047	0.145	0.046	1.699	6.980	0.047
PLBR_LOCUS398	0.000	0.000	0.000	0.000	0.048	0.000	0.109	0.292	0.000	8.756	9.372	3.715	0.000	0.000	0.000	0.137	0.242	0.000
PLBR_LOCUS399	0.000	0.000	0.000	0.000	0.000	0.000	4.307	8.487	2.619	256.498	289.427	212.498	0.000	1.331	0.000	0.758	16.467	0.428
PLBR_LOCUS400	0.000	0.000	0.000	0.000	0.000	0.000	0.286	0.170	0.000	7.759	6.026	13.684	0.000	0.000	0.088	0.080	0.338	0.000
PLBR_LOCUS401	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.934	4.918	5.634	0.000	0.046	0.000	0.000	0.000	0.000
PLBR_LOCUS402	0.000	0.000	0.000	0.000	0.000	0.000	3.923	7.372	1.337	117.494	114.421	116.021	0.100	0.104	0.000	1.064	8.829	0.401
PLBR_LOCUS403	0.000	0.032	0.000	0.000	0.000	0.000	0.583	0.550	0.180	16.136	17.815	16.849	0.097	0.000	0.127	0.115	0.790	0.065
PLBR_LOCUS404	0.000	0.000	0.000	0.000	0.000	0.000	0.441	0.087	0.103	29.498	58.797	20.356	0.046	0.144	0.091	0.041	0.435	0.046
PLBR_LOCUS405	0.000	0.000	0.000	0.000	0.000	0.000	1.176	0.000	0.000	0.823	1.073	4.896	0.385	0.177	0.542	0.378	0.040	0.000
PLBR_LOCUS406	0.000	0.000	0.000	0.000	0.000	0.000	0.251	0.000	0.000	1.959	6.703	1.002	0.059	0.000	0.058	0.053	0.000	0.000
PLBR_LOCUS407	0.000	0.000	0.000	0.000	0.000	0.000	0.084	0.015	0.000	0.859	1.062	0.653	0.016	0.000	0.062	0.028	0.000	0.000
PLBR_LOCUS408	0.000	0.020	0.000	0.000	0.019	0.016	6.992	12.389	1.569	104.115	113.042	108.377	0.000	0.064	0.140	1.828	7.499	0.225
PLBR_LOCUS409	0.000	0.000	0.000	0.000	0.000	0.000	0.223	0.000	0.000	7.723	15.151	10.669	0.000	0.000	0.103	0.000	0.197	0.000
PLBR_LOCUS410	0.072	0.000	0.000	0.080	0.000	0.067	3.301	5.807	1.406	142.570	176.444	145.696	0.337	0.087	0.082	0.746	8.301	0.000
PLBR_LOCUS411	0.000	0.000	0.000	0.000	0.000	0.000	0.583	0.000	0.000	1.010	2.842	1.146	0.000	0.000	0.090	0.000	0.000	0.000
PLBR_LOCUS412	0.000	0.000	0.000	0.000	0.000	0.000	1.133	1.485	0.140	60.496	68.739	64.907	0.000	0.130	0.061	0.947	2.833	0.000
PLBR_LOCUS413	0.000	0.000	0.000	0.000	0.000	0.000	0.059	0.105	0.000	31.974	32.677	23.722	0.056	0.058	0.109	0.099	0.262	0.000
PLBR_LOCUS414	0.000	0.138	0.000	0.000	0.000	0.000	1.320	2.941	0.077	44.781	40.862	52.041	0.000	0.143	0.000	0.307	2.013	0.000
PLBR_LOCUS415	0.000	0.000	0.000	0.000	0.112	0.000	1.280	1.712	0.269	18.344	17.481	20.882	0.242	0.084	0.039	0.464	1.361	0.121
PLBR_LOCUS416	0.082	0.000	0.000	0.000	0.000	0.000	1.719	2.524	0.531	39.869	33.981	48.351	0.096	0.099	0.000	0.423	3.942	0.096
PLBR_LOCUS417	0.039	0.000	0.000	0.000	0.000	0.000	1.962	4.523	1.207	107.041	107.853	108.975	0.045	0.047	0.088	0.681	7.336	0.271
PLBR_LOCUS418	0.000	0.000	0.000	0.000	0.000	0.000	1.156	1.803	0.683	58.458	72.703	41.053	0.136	0.000	0.067	0.121	2.048	0.000
PLBR_LOCUS419	0.000	0.000	0.000	0.000	0.000	0.000	1.366	1.522	0.359	43.937	45.897	34.595	0.161	0.000	0.000	0.286	2.420	0.000
PLBR_LOCUS420	0.000	0.000	0.000	0.000	0.000	0.000	0.279	1.119	0.146	13.167	17.931	10.320	0.000	0.000	0.043	0.389	0.371	0.044
PLBR_LOCUS421	0.000	0.000	0.063	0.000	0.060	0.052	15.983	29.855	6.179	147.546	174.569	168.099	0.000	0.474	0.064	8.969	23.663	0.719
PLBR_LOCUS422	0.000	0.000	0.068	0.000	0.000	0.000	2.614	3.529	1.020	46.277	62.956	53.648	0.000	0.073	0.000	0.750	5.294	0.000
PLBR_LOCUS423	0.192	0.000	0.108	0.053	0.000	0.000	2.323	3.718	0.751	91.628	121.340	79.459	0.000	0.117	0.000	0.498	4.434	0.225
PLBR_LOCUS424	0.000	0.000	0.000	0.000	0.000	0.000	0.404	0.420	0.071	7.351	7.683	6.557	0.106	0.088	0.104	0.113	0.159	0.021
PLBR_LOCUS425	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.080	0.146	0.064	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS426	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.399	1.020	0.448	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS427	0.000	0.000	0.000	0.000	0.000	0.000	0.688	0.818	0.193	26.226	25.853	20.844	0.000	0.000	0.042	0.077	0.650	0.000
PLBR_LOCUS428	0.071	0.000	0.000	0.000	0.000	0.000	1.150	1.498	0.557	58.463	66.281	50.809	0.000	0.000	0.000	0.222	1.724	0.167
PLBR_LOCUS429	0.000	0.000	0.000	0.000	0.000	0.000	0.667	0.328	0.048	20.616	23.433	3.529	0.370	0.000	0.297	0.096	0.122	0.000
PLBR_LOCUS430	0.000	0.000	0.000	0.000	0.000	0.009	0.272	0.364	0.060	5.196	6.220	6.080	0.043	0.022	0.042	0.028	0.341	0.021
PLBR_LOCUS431	0.014	0.000	0.000	0.046	0.000	0.000	0.732	1.456	0.268	19.888	24.093	19.387	0.000	0.017	0.016	0.171	0.889	0.000
PLBR_LOCUS432	0.000	0.000	0.000	0.000	0.000	0.068	0.363	0.405	0.095	38.347	56.115	23.396	0.000	0.000	0.000	0.000	0.322	0.000
PLBR_LOCUS433	0.000	0.000	0.000	0.000	0.000	0.000	0.041	0.000	0.000	1.698	4.971	0.340	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS434	0.000	0.000	0.000	0.000	0.000	0.000	0.182	0.000	0.000	0.026	0.048	0.527	0.086	0.030	0.280	0.127	0.000	0.000
PLBR_LOCUS435	0.000	0.000	0.000	0.000	0.000	0.000	1.845	3.289	0.535	53.079	62.164	48.954	0.000	0.062	0.000	0.532	2.874	0.000
PLBR_LOCUS436	0.035	0.041	0.079	0.000	0.038	0.000	12.899	22.920	2.664	141.544	139.528	152.346	0.000	0.171	0.081	4.864	14.759	0.248
PLBR_LOCUS437	0.000	0.000	0.000	0.000	0.000	0.000	0.598	1.332	0.314	71.971	98.627	60.542	0.141	0.146	0.000	0.250	2.779	0.000
PLBR_LOCUS438	0.000	0.052	0.000	0.000	0.000	0.000	1.972	3.907	1.266	94.214	101.821	79.900	0.052	0.161	0.101	0.321	3.349	0.052
PLBR_LOCUS439	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.126	0.000	9.588	23.668	20.871	0.000	0.000	0.065	0.000	0.126	0.000
PLBR_LOCUS440	0.000	0.196	0.000	0.000	0.000	0.000	6.943	8.666	0.657	90.548	88.717	106.871	0.131	0.204	0.000	1.916	7.321	0.131
PLBR_LOCUS441	0.000	0.111	0.000	0.105	0.102	0.000	6.104	9.732	2.960	177.885	199.162	244.767	0.000	0.230	0.000	2.552	11.231	0.444
PLBR_LOCUS442	0.149	0.000	0.000	0.000	0.000	0.139	3.148	4.870	1.264	90.648	87.327	94.633	0.175	0.272	0.000	0.310	4.429	0.000
PLBR_LOCUS443	0.046	0.000	0.000	0.000	0.000	0.000	0.915	2.242	0.180	9.262	8.858	12.732	0.054	0.056	0.000	0.215	0.608	0.027
PLBR_LOCUS444	0.000	0.000	0.000	0.064	0.000	0.000	1.500	2.675	0.300	38.569	40.956	42.837	0.000	0.000	0.066	0.598	1.393	0.203
PLBR_LOCUS445	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.182	3.019	0.349	0.040	0.082	0.000	0.000	0.000	0.000
PLBR_LOCUS446	0.054	0.000	0.000	0.000	0.000	0.000	0.067	0.179	0.141	31.907	35.956	21.550	0.127	0.066	0.433	0.224	0.594	0.000
PLBR_LOCUS447	0.000	0.000	0.000	0.000	0.038	0.000	0.704	0.471	0.370	26.088	24.675	24.741	0.000	0.086	0.000	0.110	0.390	0.000
PLBR_LOCUS448	0.053	0.248	0.000	0.118	0.057	0.000	8.442	11.112	1.871	215.785	289.093	243.706	0.062	0.516	0.426	3.254	15.192	0.312
PLBR_LOCUS449	0.000	0.000	0.000	0.000	0.000	0.000	0.054	0.048	0.000	5.293	10.846	4.983	0.000	0.000	0.000	0.090	0.000	0.000
PLBR_LOCUS450	0.077	0.271	0.000	0.086	0.167	0.108	20.055	32.807	6.452	402.890	505.222	449.613	0.227	0.704	0.443	8.266	31.839	0.816
PLBR_LOCUS451	0.090	0.052	0.050	0.000	0.000	0.000	3.777	3.813	0.759	148.246	210.155	89.583	0.472	0.217	0.154	0.511	2.165	0.000
PLBR_LOCUS452	0.000	0.000	0.000	0.132	0.000	0.221	1.030	3.280	1.082	52.153	57.130	59.843	0.000	0.000	0.000	0.492	3.651	0.139
PLBR_LOCUS453	0.000	0.000	0.000	0.000	0.045	0.000	1.401	2.012	0.382	21.089	19.284	29.655	0.000	0.025	0.072	0.434	1.678	0.074
PLBR_LOCUS454	0.000	0.000	0.000	0.000	0.000	0.000	1.560	3.508	0.214	33.507	31.755	39.405	0.000	0.000	0.000	0.511	2.524	0.192
PLBR_LOCUS455	0.000	0.000	0.000	0.000	0.000	0.091	0.486	1.408	0.638	45.050	42.644	34.562	0.000	0.000	0.000	0.000	1.184	0.000
PLBR_LOCUS456	0.000	0.000	0.000	0.000	0.000	0.000	2.378	3.788	0.533	33.433	28.310	30.743	0.050	0.131	0.123	0.648	2.841	0.050
PLBR_LOCUS457	0.000	0.000	0.044	0.000	0.000	0.000	0.701	1.185	0.102	11.957	15.114	9.995	0.000	0.047	0.178	0.081	0.407	0.023
