Geneid	A05-12-1	A05-12-2	A05-12-3	A05-16-2	A05-16-3	A05-16
Glyma.01G171100	0.000	0.020	0.043	0.041	0.029	0.063
Glyma.01G171200	0.026	0.047	0.057	0.016	0.047	0.000
Glyma.01G171300	0.123	0.283	0.163	0.118	0.069	0.040
Glyma.01G171400	2.932	2.849	2.831	2.032	2.217	2.137
Glyma.01G171600	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G171700	0.164	0.172	0.124	0.569	0.593	0.677
Glyma.01G171800	7.273	7.589	7.529	4.545	4.095	4.501
Glyma.01G171900	13.794	14.493	15.270	4.935	4.216	4.383
Glyma.01G172000	1.915	2.354	2.180	4.514	5.824	5.654
Glyma.01G172100	0.000	0.000	0.000	0.208	0.000	0.091
Glyma.01G172200	2.927	2.733	2.648	2.463	2.571	2.733
Glyma.01G172300	12.222	13.249	12.584	11.264	9.488	9.900
Glyma.01G172400	5.214	5.700	6.618	13.963	15.437	14.583
Glyma.01G172500	0.010	0.000	0.000	0.024	0.000	0.025
Glyma.01G172600	13.612	13.868	15.056	10.801	7.506	11.915
Glyma.01G211800	0.000	0.000	0.030	0.260	0.184	0.201
Glyma.01G172700	0.831	0.822	0.872	0.278	0.250	0.104
Glyma.01G172800	0.000	0.000	0.000	0.028	0.000	0.000
Glyma.01G172900	0.883	0.549	1.005	0.061	0.116	0.126
Glyma.01G173000	0.706	0.569	0.689	0.747	0.515	0.472
Glyma.01G173050	8.660	8.236	8.806	10.965	11.179	9.968
Glyma.01G173100	0.018	0.150	0.031	0.000	0.000	0.000
Glyma.01G173200	5.288	4.680	5.471	6.942	7.212	6.650
Glyma.01G173300	27.291	26.526	28.203	12.980	15.398	12.557
Glyma.01G173400	2.272	2.025	1.524	3.772	3.825	3.876
Glyma.01G173500	0.430	0.358	0.305	0.401	0.368	0.536
Glyma.01G173600	3.314	3.285	3.125	0.000	0.000	0.000
Glyma.01G173700	7.769	7.733	6.278	6.695	7.133	7.050
Glyma.01G173800	0.327	0.269	0.216	7.610	5.010	7.187
Glyma.01G173900	0.000	0.000	0.000	0.045	0.000	0.000
Glyma.01G174000	1.059	0.940	0.933	1.636	1.344	2.049
Glyma.01G174102	0.019	0.024	0.017	0.025	0.035	0.026
Glyma.01G174200	0.268	0.462	0.375	0.040	0.043	0.062
Glyma.01G174300	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G174400	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G174501	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G174600	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G174700	3.527	5.153	4.505	3.387	4.043	4.240
Glyma.01G174800	4.355	6.928	3.928	5.942	5.204	7.299
Glyma.01G174900	3.924	3.782	4.125	7.424	7.253	7.458
Glyma.01G175000	0.260	0.166	0.130	0.014	0.112	0.059
Glyma.01G175100	13.439	13.298	13.530	26.949	34.388	25.792
Glyma.01G175200	14.448	13.853	14.143	2.100	2.069	2.485
Glyma.01G175300	0.511	0.564	0.251	0.752	0.558	0.708
Glyma.01G175400	1.514	1.693	1.516	2.029	2.498	2.219
Glyma.01G175500	6.125	5.672	6.618	3.685	3.550	3.397
Glyma.01G175600	25.919	26.348	25.209	15.887	17.472	15.392
Glyma.01G175700	1022.268	990.011	981.846	1632.216	1328.684	1737.650
Glyma.01G175751	12.671	9.637	9.273	15.397	8.296	18.010
Glyma.01G175800	0.160	0.039	0.141	0.407	0.144	0.167
Glyma.01G175900	5.958	6.174	5.638	7.433	8.066	8.413
Glyma.01G176000	2.682	2.635	2.641	3.420	2.903	3.493
Glyma.01G176100	0.000	0.135	0.033	0.000	0.000	0.048
Glyma.01G176200	1.210	0.851	1.405	0.982	1.057	1.249
Glyma.01G176300	1.742	1.408	1.626	1.993	1.616	2.081
Glyma.01G176400	1.049	0.821	0.806	1.527	1.285	1.745
Glyma.01G176500	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G176600	6.613	5.898	6.048	14.821	14.796	14.878
Glyma.01G176700	0.917	0.819	0.814	2.167	2.056	1.988
Glyma.01G176800	11.682	11.793	12.963	12.270	13.539	13.759
Glyma.01G176900	1.895	1.794	1.929	2.866	2.158	2.482
Glyma.01G177000	0.013	0.000	0.034	0.050	0.047	0.017
Glyma.01G177066	0.535	0.763	0.118	0.455	0.241	0.292
Glyma.01G177132	0.218	0.372	0.077	0.139	0.176	0.171
Glyma.01G177200	6.392	6.638	5.543	6.452	9.050	6.950
Glyma.01G177300	5.409	6.171	5.920	7.352	7.098	6.346
Glyma.01G177400	0.299	0.311	0.332	3.571	3.710	3.944
Glyma.01G177500	0.258	0.189	0.227	0.099	0.023	0.068
Glyma.01G177600	2.711	3.177	3.035	2.079	1.931	1.560
Glyma.01G177700	7.891	7.695	7.154	13.072	11.668	13.527
Glyma.01G177900	0.000	0.016	0.012	0.204	0.217	0.157
Glyma.01G178000	14.467	12.909	14.955	15.179	19.144	15.661
Glyma.01G178100	2.283	2.222	1.960	3.123	3.472	3.676
Glyma.01G178200	26.376	28.264	28.313	26.311	26.422	26.394
Glyma.01G178400	0.729	0.664	0.867	0.841	0.897	0.834
Glyma.01G178500	1.142	1.256	1.255	0.078	0.087	0.046
Glyma.01G178600	5.450	5.511	4.533	4.125	5.029	4.047
Glyma.01G178700	0.799	0.679	0.903	0.177	0.501	0.239
Glyma.01G178800	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G178900	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G179000	0.000	0.000	0.006	0.026	0.000	0.000
Glyma.01G179100	0.414	0.386	0.511	1.756	2.170	1.538
Glyma.01G179150	0.000	0.000	0.158	0.798	0.483	0.702
Glyma.01G179201	0.106	0.043	0.171	0.518	0.621	0.694
Glyma.01G179251	0.037	0.069	0.017	0.765	0.473	0.565
Glyma.01G179300	1.312	1.354	0.989	1.147	1.133	1.318
Glyma.01G179400	4.905	3.994	4.617	1.564	1.460	1.349
Glyma.01G179500	0.039	0.000	0.035	0.000	0.000	0.000
Glyma.01G179600	0.000	0.000	0.000	0.000	0.000	0.038
Glyma.01G179700	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G179800	4.319	4.363	4.268	10.237	7.707	10.168
Glyma.01G179900	10.000	10.507	10.838	16.531	19.630	16.629
Glyma.01G180000	1.064	1.031	0.971	0.562	0.306	0.469
Glyma.01G180100	1.085	1.082	0.975	1.741	1.675	1.925
Glyma.01G180200	1.063	0.905	0.810	2.527	2.113	2.797
Glyma.01G180300	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G180366	2.495	2.652	2.771	0.041	0.058	0.000
Glyma.01G180432	0.442	0.304	0.366	0.247	0.324	0.290
Glyma.01G180500	1.017	1.285	1.854	0.000	0.126	0.000
Glyma.01G180600	0.122	0.068	0.039	0.395	0.469	0.377
Glyma.01G180700	1.133	1.030	1.103	3.243	3.290	3.850
Glyma.01G180800	185.230	186.720	197.196	84.537	96.782	83.272
Glyma.01G180900	0.000	0.164	0.118	0.171	0.121	0.176
Glyma.01G181000	7.902	8.500	7.693	11.582	11.056	11.744
Glyma.01G181102	0.067	0.041	0.059	0.000	0.000	0.000
Glyma.01G181200	6.814	7.142	7.040	6.111	6.075	6.911
Glyma.01G181400	0.000	0.000	0.000	0.000	0.014	0.000
Glyma.01G181500	1.707	1.466	1.429	2.808	2.643	3.031
Glyma.01G181600	0.032	0.000	0.014	0.021	0.043	0.126
Glyma.01G181700	0.053	0.022	0.016	0.045	0.128	0.163
Glyma.01G181800	0.000	0.000	0.000	0.372	0.325	0.382
Glyma.01G181900	0.094	0.082	0.024	0.154	0.241	0.263
Glyma.01G182000	2.866	2.806	2.410	3.441	4.157	3.746
Glyma.01G182100	0.080	0.082	0.095	0.000	0.012	0.000
Glyma.01G182200	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G182300	2.141	2.973	3.128	3.590	2.061	2.843
Glyma.01G182350	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G182400	0.655	0.650	0.686	0.700	0.738	0.815
Glyma.01G182500	26.404	26.923	27.356	44.086	48.789	40.659
Glyma.01G182600	31.118	30.154	31.273	16.161	33.729	15.165
Glyma.01G182700	4.661	4.085	6.331	11.223	12.231	14.331
Glyma.01G183000	1.008	0.898	0.972	0.257	0.299	0.326
Glyma.01G183100	17.336	18.102	18.026	0.908	0.928	0.999
Glyma.01G183200	0.038	0.031	0.022	0.032	0.091	0.050
Glyma.01G183300	1.833	2.035	2.001	2.408	1.934	2.220
Glyma.01G183400	2.025	1.951	1.847	3.073	2.589	2.710
Glyma.01G183500	4.000	3.716	3.800	8.915	7.747	8.073
Glyma.01G183550	5.508	4.791	4.487	7.024	6.769	6.451
Glyma.01G183600	4.260	3.594	4.567	6.664	4.749	6.117
Glyma.01G183700	0.120	0.126	0.076	0.109	0.062	0.135
Glyma.01G183800	1.542	1.536	1.288	2.316	2.386	3.004
Glyma.01G183900	0.017	0.000	0.030	0.033	0.000	0.000
Glyma.01G184000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G184100	0.000	0.000	0.108	0.052	0.000	0.054
Glyma.01G184200	0.000	0.000	0.000	0.000	0.000	0.057
Glyma.01G184300	1.571	1.390	1.401	1.680	1.128	1.454
Glyma.01G184400	1.500	1.808	2.180	6.541	5.829	6.587
Glyma.01G184500	0.259	0.250	0.225	0.801	0.800	0.906
Glyma.01G184600	12.821	14.022	12.986	21.387	18.227	23.432
Glyma.01G184700	1.977	1.868	1.922	1.498	1.263	1.546
Glyma.01G184800	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G184900	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G185000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G185100	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G185200	0.620	0.722	0.496	1.011	0.728	0.888
Glyma.01G185300	18.040	19.981	19.210	19.236	19.211	19.344
Glyma.01G185351	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G185400	6.416	5.993	6.113	11.973	9.823	10.353
Glyma.01G185500	0.020	0.048	0.017	0.051	0.054	0.000
Glyma.01G185600	1.059	1.345	1.867	3.862	2.959	2.997
Glyma.01G185700	4.051	4.079	4.058	8.013	9.083	7.792
Glyma.01G185800	1.006	1.125	1.251	1.822	1.508	1.576
Glyma.01G185851	0.000	0.000	0.000	0.423	0.100	0.290
Glyma.01G185900	24.378	25.754	26.201	23.316	34.307	22.833
Glyma.01G186000	12.145	12.445	11.287	18.712	18.445	17.375
Glyma.01G186100	2.949	2.676	2.941	2.321	1.610	2.230
Glyma.01G186202	0.038	0.023	0.025	0.206	0.249	0.162
Glyma.01G186300	5.179	4.974	5.100	4.395	4.587	4.983
Glyma.01G186400	11.097	9.536	10.380	10.931	10.327	11.060
Glyma.01G186500	2.046	2.058	1.857	1.343	1.437	1.419
Glyma.01G186600	131.410	130.928	133.997	82.038	74.768	84.561
Glyma.01G186700	0.022	0.106	0.230	0.000	0.000	0.000
Glyma.01G186800	11.406	11.362	11.685	0.356	0.754	0.531
Glyma.01G186900	0.327	0.160	0.154	0.250	0.098	0.200
Glyma.01G187000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G187100	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G187200	4.494	4.451	4.158	1.653	2.135	2.157
Glyma.01G187300	4.825	4.827	5.436	3.903	4.112	4.341
Glyma.01G187400	0.903	0.729	0.782	0.602	0.472	0.544
Glyma.01G187500	0.000	0.000	0.000	0.000	0.009	0.000
Glyma.01G187600	0.420	0.435	0.556	0.784	1.079	0.657
Glyma.01G187700	1.166	1.062	1.745	1.227	1.434	1.237
Glyma.01G187800	0.664	0.946	0.732	3.811	3.068	4.242
Glyma.01G187900	0.518	0.486	0.333	0.254	0.314	0.274
Glyma.01G188000	1.182	1.230	1.011	2.077	1.997	2.134
Glyma.01G188100	16.211	17.389	16.338	9.156	9.438	8.274
Glyma.01G188200	1.975	2.301	2.187	1.129	0.880	1.160
Glyma.01G188300	0.000	0.000	0.021	0.268	0.168	0.092
Glyma.01G188400	3.448	3.264	3.659	3.238	3.163	3.431
Glyma.01G188500	33.488	32.877	32.886	103.831	93.062	103.670
Glyma.01G188600	7.167	8.050	7.569	13.752	15.139	12.704
Glyma.01G188700	7.076	6.961	5.895	8.084	7.932	7.898
Glyma.01G188766	1.532	1.681	1.282	0.861	1.077	0.884
Glyma.01G188832	1.745	2.250	1.510	0.660	1.107	1.143
Glyma.01G188900	7.827	8.838	7.941	11.749	13.686	12.097
Glyma.01G189000	0.721	0.748	0.963	0.976	0.768	0.831
Glyma.01G189100	1.849	1.925	2.010	4.609	4.649	4.515
Glyma.01G189200	3.301	2.717	3.336	3.284	3.051	3.659
Glyma.01G189300	0.255	0.252	0.375	0.031	0.022	0.000
Glyma.01G189400	3.486	3.380	3.284	4.001	2.631	3.254
Glyma.01G189500	5.650	5.913	5.725	2.533	2.380	2.790
Glyma.01G189600	1.158	1.245	1.239	1.395	1.673	1.799
Glyma.01G189700	0.222	0.271	0.288	0.050	0.094	0.120
Glyma.01G189800	3.127	2.738	3.220	6.070	6.360	5.076
Glyma.01G189900	0.223	0.195	0.253	0.244	0.201	0.042
Glyma.01G190000	0.459	0.487	0.351	0.178	0.162	0.104
Glyma.01G190100	16.556	17.726	18.130	21.615	22.643	19.674
Glyma.01G190300	0.633	0.471	0.825	0.772	0.521	0.649
Glyma.01G190402	0.010	0.000	0.009	0.000	0.009	0.000
Glyma.01G190500	5.497	5.881	5.748	4.980	8.303	6.357
Glyma.01G190600	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G190700	2.174	1.868	1.848	10.105	9.550	10.505
Glyma.01G190800	2.428	1.853	1.833	3.670	3.140	3.608
Glyma.01G190900	74.330	71.683	78.508	1.633	2.371	1.677
Glyma.01G191100	2.672	2.844	2.512	4.491	4.359	4.717
Glyma.01G191200	0.859	1.024	0.458	16.832	19.401	15.749
Glyma.01G191300	0.115	0.154	0.172	1.040	1.418	1.429
Glyma.01G191400	0.015	0.094	0.054	0.020	0.028	0.020
Glyma.01G191500	6.325	6.423	6.579	3.835	3.450	3.510
Glyma.01G191600	20.515	20.419	20.680	10.687	8.379	9.264
Glyma.01G191700	0.243	0.247	0.125	0.078	0.128	0.212
Glyma.01G191800	0.636	0.595	0.504	0.703	0.764	0.666
Glyma.01G191900	2.491	2.691	2.414	0.866	0.891	1.241
Glyma.01G192000	17.511	17.516	18.155	20.400	17.739	18.039
Glyma.01G192100	4.961	5.466	5.489	31.255	26.310	32.609
Glyma.01G192150	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G192200	5.043	4.857	4.647	9.099	8.128	9.805
Glyma.01G192300	6.015	5.989	5.674	5.345	5.241	5.608
Glyma.01G192400	0.157	0.082	0.257	1.504	1.184	1.677
Glyma.01G192500	3.265	2.769	3.062	0.292	0.412	0.354
Glyma.01G192550	0.000	0.021	0.000	0.000	0.000	0.000
Glyma.01G192600	4.278	3.325	4.652	0.213	0.284	0.340
Glyma.01G192700	0.548	0.526	0.656	0.649	0.176	0.667
Glyma.01G192800	3.510	3.087	2.723	3.760	3.037	3.311
Glyma.01G192900	1.536	1.709	1.743	1.060	1.147	1.075
Glyma.01G193000	0.188	0.212	0.115	0.000	0.026	0.000
Glyma.01G193100	0.049	0.020	0.014	0.000	0.000	0.000
Glyma.01G193150	0.000	0.000	0.000	0.049	0.035	0.050
Glyma.01G193200	7.590	7.147	6.973	2.677	2.196	2.586
Glyma.01G193300	0.097	0.198	0.129	5.278	4.886	5.975
Glyma.01G193400	0.021	0.063	0.000	0.265	0.252	0.340
Glyma.01G193500	0.073	0.114	0.059	0.102	0.096	0.122
Glyma.01G193600	3.016	3.076	2.848	6.970	6.554	7.225
Glyma.01G193700	14.945	14.409	15.933	6.259	4.561	5.344
Glyma.01G193800	25.359	24.737	28.020	19.404	24.401	19.466
Glyma.01G193900	0.319	0.506	0.140	0.569	0.575	0.689
Glyma.01G193950	0.109	0.000	0.000	0.000	0.000	0.000
Glyma.01G194000	0.000	0.000	0.000	0.048	0.000	0.000
Glyma.01G194100	2.603	2.797	2.911	5.379	5.551	5.526
Glyma.01G194200	2.859	2.233	2.592	1.262	1.598	1.530
Glyma.01G194300	1.666	1.680	1.835	4.120	3.355	2.744
Glyma.01G194500	3.240	3.237	2.831	3.511	3.384	3.496
Glyma.01G194600	3.959	3.217	3.164	5.156	3.734	4.879
Glyma.01G194700	1.712	1.843	1.707	3.165	3.459	3.172
Glyma.01G194800	1.106	1.439	1.345	2.928	2.199	2.488
Glyma.01G194900	5.299	5.001	5.874	11.867	12.313	12.819
Glyma.01G195000	4.780	4.594	4.964	0.402	0.417	0.279
Glyma.01G195100	0.255	0.207	0.299	0.623	0.459	0.612
Glyma.01G195200	1.019	0.976	1.004	1.286	1.107	0.877
Glyma.01G195300	0.025	0.030	0.022	0.602	0.470	0.553
Glyma.01G195400	6.551	7.834	7.023	11.346	11.547	12.853
Glyma.01G195500	0.057	0.041	0.050	0.476	0.489	0.489
Glyma.01G195600	0.465	0.536	0.660	1.317	1.339	1.692
Glyma.01G195700	0.026	0.000	0.091	0.000	0.140	0.136
Glyma.01G195800	0.000	0.141	0.051	0.000	0.000	0.000
Glyma.01G195900	0.107	0.092	0.236	0.000	0.000	0.000
Glyma.01G195950	3.096	2.971	1.559	2.256	1.395	2.318
Glyma.01G196000	0.647	0.711	0.725	0.860	0.716	0.847
Glyma.01G196100	0.024	0.010	0.028	0.000	0.000	0.000
Glyma.01G196200	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G196300	6.283	5.709	6.276	5.064	5.436	3.995
Glyma.01G196400	0.118	0.087	0.167	0.136	0.181	0.171
Glyma.01G196451	0.000	0.000	0.000	0.000	0.000	0.748
Glyma.01G196500	0.062	0.000	0.000	0.000	0.000	0.000
Glyma.01G196600	6.699	7.123	7.641	13.291	14.472	12.363
Glyma.01G196700	0.130	0.000	0.917	0.498	0.352	0.682
Glyma.01G196800	20.763	20.025	20.421	0.271	0.339	0.450
Glyma.01G196900	0.000	0.000	0.031	0.000	0.000	0.000
Glyma.01G197000	0.000	0.114	0.041	0.119	0.168	0.122
Glyma.01G197100	4.676	5.102	4.663	6.219	9.086	6.454
Glyma.01G197200	0.000	0.000	0.042	0.092	0.043	0.094
Glyma.01G197300	0.014	0.000	0.025	0.018	0.026	0.019
Glyma.01G197400	0.000	0.000	0.008	0.024	0.000	0.000
Glyma.01G197500	4.972	4.918	4.972	0.125	0.103	0.128
Glyma.01G197600	1.517	1.369	1.403	0.746	1.019	0.598
Glyma.01G197650	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G197700	0.032	0.020	0.029	0.062	0.029	0.106
Glyma.01G197800	8.055	8.073	7.875	2.344	2.582	2.346
Glyma.01G197900	0.000	0.000	0.014	0.000	0.000	0.000
Glyma.01G198000	0.000	0.000	0.043	0.000	0.000	0.000
Glyma.01G198100	24.086	23.819	22.852	27.792	25.528	32.043
Glyma.01G198200	1.431	0.999	0.691	0.782	1.167	0.669
Glyma.01G198300	1.572	1.306	1.330	1.604	1.530	2.636
Glyma.01G198400	1.001	0.815	0.883	0.851	0.000	1.531
Glyma.01G198500	67.758	66.565	68.977	71.614	70.570	71.004
Glyma.01G198600	0.704	0.907	0.689	1.495	1.638	2.151
Glyma.01G198700	0.241	0.147	0.124	0.000	0.000	0.000
Glyma.01G198800	0.000	0.000	0.019	0.027	0.038	0.028
Glyma.01G198900	0.736	0.416	0.664	0.984	1.213	1.387
Glyma.01G199000	0.443	0.397	0.391	0.967	0.852	1.020
Glyma.01G199100	6.698	6.339	5.927	8.966	9.125	10.718
Glyma.01G199200	1.201	0.965	0.978	2.016	2.219	1.633
Glyma.01G199300	1.630	2.701	1.642	1.336	1.364	2.135
Glyma.01G199400	4.051	4.310	3.757	2.269	1.631	2.186
Glyma.01G199500	0.206	0.179	0.155	0.300	0.000	0.154
Glyma.01G199600	0.424	0.560	0.594	2.249	1.706	1.835
Glyma.01G199700	122.041	124.398	127.958	79.113	75.452	75.901
Glyma.01G199800	0.000	0.017	0.012	0.018	0.013	0.000
Glyma.01G199900	8.129	8.761	9.905	25.763	30.598	28.816
Glyma.01G200000	4.285	5.117	4.535	5.363	5.240	4.591
Glyma.01G200100	0.023	0.043	0.021	0.090	0.138	0.046
Glyma.01G200200	6.545	6.218	6.302	17.849	16.832	18.013
Glyma.01G200300	0.000	0.000	0.000	0.058	0.000	0.000
Glyma.01G200400	0.085	0.042	0.030	0.087	0.061	0.045
Glyma.01G200466	2.638	2.710	2.772	1.626	1.386	1.602
Glyma.01G200532	1.312	1.587	1.344	0.321	0.418	0.729
Glyma.01G200600	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G200700	7.471	6.502	6.116	5.043	4.900	6.176
Glyma.01G200800	4.970	5.381	5.175	3.513	3.656	3.202
Glyma.01G200900	1.272	0.918	1.270	2.737	3.150	3.515
Glyma.01G201000	85.543	87.148	92.061	36.606	28.851	35.626
Glyma.01G201100	4.690	4.605	5.573	9.502	12.575	10.772
Glyma.01G201200	6.343	6.738	6.348	4.182	3.950	4.175
Glyma.01G201300	1.080	1.131	0.952	2.115	2.677	2.729
Glyma.01G201400	1.242	1.219	1.153	2.318	2.238	2.440
Glyma.01G201500	1.242	0.379	0.000	1.583	3.637	1.830
Glyma.01G201600	1.116	1.469	2.044	3.176	4.877	3.263
Glyma.01G201700	0.000	0.000	0.066	0.095	0.000	0.097
Glyma.01G201800	0.036	0.022	0.056	0.417	0.508	0.274
Glyma.01G202000	2.765	2.932	3.351	7.053	6.300	7.673
Glyma.01G202100	0.050	0.015	0.000	0.048	0.045	0.082
Glyma.01G202150	0.107	0.152	0.000	0.636	0.482	0.490
Glyma.01G202200	0.158	0.161	0.302	1.309	1.305	1.311
Glyma.01G202301	0.153	0.125	0.045	0.196	0.415	0.603
Glyma.01G202400	0.037	0.000	0.065	0.094	0.000	0.000
Glyma.01G202500	21.316	24.779	24.853	59.809	50.190	56.904
Glyma.01G202600	8.401	9.412	7.969	10.535	9.750	10.154
Glyma.01G202700	0.234	0.201	0.191	0.773	0.788	0.919
Glyma.01G202750	0.025	0.031	0.022	0.000	0.023	0.000
Glyma.01G202800	1.624	1.431	0.915	2.055	1.683	1.855
Glyma.01G202900	2.193	1.622	1.117	2.874	2.158	2.583
Glyma.01G203000	1.881	1.763	1.672	2.877	2.395	3.105
Glyma.01G203100	1.342	1.219	1.283	3.182	3.137	3.253
Glyma.01G203200	2.278	2.319	1.841	7.359	4.825	7.038
Glyma.01G203300	3.637	3.971	3.721	7.308	8.999	7.537
Glyma.01G203400	2.993	2.882	2.949	49.380	42.230	49.837
Glyma.01G203500	0.197	0.603	0.493	3.607	3.275	3.597
Glyma.01G203600	13.041	11.652	12.926	10.030	11.708	10.105
Glyma.01G203650	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G203700	0.227	0.317	0.543	0.661	1.314	1.401
Glyma.01G203800	16.248	14.292	16.385	26.245	27.553	26.766
Glyma.01G204000	8.746	9.343	9.228	8.007	7.647	8.311
Glyma.01G204200	8.308	8.778	8.746	1.495	1.776	1.847
Glyma.01G204300	3.836	3.787	4.076	8.600	7.673	8.032
Glyma.01G204400	14.596	13.812	14.747	26.780	25.877	26.403
Glyma.01G204467	0.930	0.923	0.820	1.755	2.132	1.676
Glyma.01G204533	0.274	0.452	0.387	1.102	1.199	1.258
Glyma.01G204600	0.000	0.000	0.000	0.000	0.015	0.000
Glyma.01G204700	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G204800	0.119	0.087	0.021	0.030	0.150	0.062
Glyma.01G204900	0.880	0.796	0.627	1.260	1.302	1.387
Glyma.01G205100	0.841	0.734	0.815	2.582	2.141	2.943
Glyma.01G205200	19.936	19.895	19.717	28.775	27.676	26.801
Glyma.01G205300	0.015	0.073	0.053	0.000	0.013	0.098
Glyma.01G205400	47.010	45.405	48.510	32.703	29.190	31.031
Glyma.01G205451	0.840	1.330	0.905	0.000	0.000	0.000
Glyma.01G205500	1.995	1.851	2.003	0.000	0.000	0.000
Glyma.01G205600	1.128	1.148	1.181	1.649	1.864	1.786
Glyma.01G205700	13.451	13.420	14.106	18.659	18.334	20.056
Glyma.01G205800	6.297	6.750	6.825	9.669	10.598	9.681
Glyma.01G205900	14.742	16.374	16.515	12.643	14.866	12.857
Glyma.01G206000	3.209	3.261	3.417	4.436	3.762	5.376
Glyma.01G206100	0.066	0.020	0.029	0.042	0.030	0.043
Glyma.01G206200	1.525	2.277	2.002	3.631	4.918	4.573
Glyma.01G206500	1.281	1.438	1.303	6.954	6.722	6.527
Glyma.01G206400	0.000	0.012	0.017	0.050	0.044	0.026
Glyma.01G206600	0.523	0.442	0.550	3.566	3.572	3.822
Glyma.01G206700	0.360	0.237	0.195	2.261	1.698	2.250
Glyma.01G206800	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G206900	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G207000	3.932	5.042	5.060	6.518	7.477	7.366
Glyma.01G207100	0.243	0.241	0.201	0.504	0.740	0.219
Glyma.01G207200	8.354	8.227	8.324	13.075	10.826	12.004
Glyma.01G207300	5.353	6.641	5.765	5.658	5.520	6.086
Glyma.01G207400	2.328	2.344	2.167	3.067	2.570	2.959
Glyma.01G207500	21.352	20.656	20.395	8.739	9.005	9.354
Glyma.01G207600	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.01G207700	30.533	30.620	32.406	23.521	30.635	24.408
Glyma.01G207800	2.209	2.432	2.507	4.033	3.077	4.165
Glyma.01G207900	0.388	0.768	0.701	0.142	0.100	0.097
Glyma.01G207950	0.319	0.709	0.512	0.296	0.183	0.190
Glyma.01G208000	3.666	3.439	3.870	0.410	0.311	0.256
Glyma.01G208100	7.526	7.405	6.680	5.505	5.031	5.813
Glyma.01G208200	3.840	4.324	3.631	0.357	0.108	0.079
Glyma.01G208300	0.042	0.052	0.037	0.043	0.084	0.099
Glyma.01G208400	8.796	8.169	8.711	9.887	12.669	9.069
Glyma.01G208600	17.426	17.925	14.176	17.257	15.716	17.257
Glyma.01G208700	1.632	1.863	1.730	2.519	2.515	2.820
Glyma.01G208800	0.151	0.092	0.100	0.893	0.869	0.818
Glyma.01G208900	0.118	0.096	0.058	0.335	0.568	0.396
Glyma.01G209000	0.012	0.000	0.011	0.015	0.000	0.000
Glyma.01G209100	0.927	1.080	1.083	1.100	1.477	1.130
Glyma.01G209200	8.808	8.493	7.285	7.855	7.218	7.609
Glyma.01G209300	3.565	3.468	3.054	4.234	4.247	4.126
Glyma.01G209400	15.464	16.776	16.709	12.172	19.333	10.369
Glyma.01G209500	0.094	0.321	0.397	0.000	0.000	0.000
Glyma.01G209600	0.019	0.024	0.034	0.000	0.035	0.000
Glyma.01G209633	0.000	0.151	0.055	0.079	0.056	0.081
Glyma.01G209666	0.000	0.084	0.000	0.000	0.000	0.090
Glyma.01G209700	11.441	9.472	9.045	39.822	42.495	42.571
Glyma.01G209800	4.497	3.574	4.114	6.287	5.038	6.936
Glyma.01G209900	0.200	0.326	0.260	0.000	0.000	0.000
Glyma.01G210100	0.069	0.148	0.092	0.177	0.094	0.318
Glyma.01G210200	5.360	5.669	6.482	16.130	13.550	17.298
Glyma.01G210300	0.036	0.022	0.128	0.000	0.000	0.024
Glyma.01G210400	1.832	1.279	1.136	1.027	1.180	1.161
Glyma.01G210500	0.078	0.221	0.057	0.033	0.082	0.085
Glyma.01G210600	1.066	0.906	0.921	0.129	0.130	0.113
Glyma.01G210700	2.526	3.295	3.373	0.719	1.017	0.835
Glyma.01G210800	3.611	3.230	3.723	2.303	2.964	2.746
